-1,-1,-1,0.30026
-1,-1,-0.333333,0.404632
-1,-1,0.333333,0.208126
-1,-1,1,0.272188
-1,-0.333333,-1,0.452993
-1,-0.333333,-0.333333,0.611574
-1,-0.333333,0.333333,0.452993
-1,-0.333333,1,0.316816
-1,0.333333,-1,0.662648
-1,0.333333,-0.333333,0.865191
-1,0.333333,0.333333,0.396733
-1,0.333333,1,0.456599
0,-1,-1,0.260672
0,-1,-0.333333,0.171289
0,-1,0.333333,0.0984132
0,-1,1,0.171289
0,0.333333,-1,0.449698
0,0.333333,-0.333333,-0.749791
0,0.333333,0.333333,0.0639267
0,0.333333,1,0.338016
1,-1,-1,0.151104
1,-1,-0.333333,0.0904283
1,-1,0.333333,0.0809805
1,-1,1,0.0896484
1,-0.333333,-1,0.0905684
1,-0.333333,-0.333333,0.152322
1,-0.333333,0.333333,0.0905685
1,-0.333333,1,0.081078
1,0.333333,-1,0.262423
1,0.333333,-0.333333,0.0364137
1,0.333333,0.333333,0.142567
1,0.333333,1,0.114456
1,1,-1,-0.816576
1,1,-0.333333,-0.118125
1,1,0.333333,0.00286839
1,1,1,0.0303813